packet_no,msg_type,src_mac,src_ip,xid,lease_time,relay_ip,dns,gateway,label,attack_type
99441,REQUEST,f4:49:d1:4c:82:56,0.0.0.0,99685,31551,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99442,OFFER,server,192.168.1.164,47623,70510,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99443,ACK,server,192.168.1.220,97084,482,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99444,REQUEST,24:76:32:eb:20:d7,0.0.0.0,67614,7251,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99445,REQUEST,09:09:f1:d8:7b:dc,0.0.0.0,55449,83527,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99446,OFFER,attacker,111.111.111.1,69576,30774,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99447,REQUEST,d3:1b:9e:82:3e:6f,0.0.0.0,91697,55053,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99448,DISCOVER,c4:a5:c4:17:d8:1e,0.0.0.0,36353,61926,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99449,ACK,server,192.168.1.241,82933,35366,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99450,OFFER,server,192.168.1.27,37937,69916,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99451,REQUEST,8f:fe:b9:e7:57:e7,192.168.1.91,20470,67063,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99452,REQUEST,a5:9c:d5:eb:c1:92,0.0.0.0,12402,75269,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99453,ACK,server,192.168.1.162,91383,56494,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99454,ACK,server,192.168.1.248,78540,29108,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99455,OFFER,server,192.168.1.86,79745,52702,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99456,OFFER,server,192.168.1.159,29081,1246,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99457,ACK,server,192.168.1.120,66578,27920,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99458,OFFER,server,192.168.1.13,52959,4337,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99459,ACK,server,192.168.1.12,30834,82218,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99460,OFFER,server,192.168.1.138,73915,64217,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99461,OFFER,server,192.168.1.132,68555,9177,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99462,DISCOVER,05:22:68:ca:94:38,0.0.0.0,12624,51004,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99463,OFFER,server,192.168.1.169,2977,70014,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99464,OFFER,server,192.168.1.140,38937,29063,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99465,ACK,fb:d1:71:fc:a3:f8,192.168.1.80,40283,11296,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99466,OFFER,server,192.168.1.152,47019,41751,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99467,OFFER,server,192.168.1.149,18790,76206,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99468,ACK,server,192.168.1.200,44633,48923,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99469,DISCOVER,8f:1c:5a:42:23:f0,0.0.0.0,33879,49585,10.0.134.193,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99470,REQUEST,09:bd:80:df:21:20,192.168.1.32,68298,83391,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99471,REQUEST,11:38:30:94:1a:47,0.0.0.0,84198,609,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99472,REQUEST,c1:68:c0:21:2f:4b,0.0.0.0,57238,70749,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99473,DISCOVER,e8:bb:78:6c:19:87,0.0.0.0,25733,71968,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99474,OFFER,attacker,111.111.111.1,98248,19355,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99475,REQUEST,cc:2f:ef:f8:c0:bb,0.0.0.0,88260,80105,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99476,DISCOVER,9d:e1:21:cd:5a:7c,0.0.0.0,17149,73588,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99477,REQUEST,8b:fb:ce:3f:f7:1c,0.0.0.0,70252,47834,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99478,ACK,server,192.168.1.203,81097,58368,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99479,REQUEST,48:23:d6:d7:a0:82,0.0.0.0,25303,77289,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99480,DISCOVER,44:dd:88:81:65:35,0.0.0.0,54788,69855,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99481,DISCOVER,17:3f:67:94:3f:99,0.0.0.0,26370,11869,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99482,DISCOVER,24:23:75:ea:ef:03,0.0.0.0,54405,71881,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99483,DISCOVER,75:6f:d2:e5:f2:a9,0.0.0.0,94932,20568,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99484,REQUEST,6a:2e:2e:c5:36:66,192.168.1.122,36348,74181,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99485,DISCOVER,e7:99:e5:10:77:0f,0.0.0.0,21726,14780,10.0.89.66,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99486,ACK,server,192.168.1.205,66715,59560,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99487,OFFER,server,192.168.1.228,128,17685,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99488,DISCOVER,9b:25:7a:e1:85:15,0.0.0.0,63020,69964,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99489,OFFER,rogue_server,10.0.0.5,62959,15116,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99490,ACK,server,192.168.1.126,98586,58070,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99491,DISCOVER,30:71:da:47:5e:6f,0.0.0.0,42431,61494,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99492,ACK,4d:cb:d7:d2:cb:48,192.168.1.117,2368,78761,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99493,ACK,server,192.168.1.127,84227,79650,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99494,OFFER,server,192.168.1.237,92593,63825,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99495,OFFER,server,192.168.1.186,67510,75853,10.0.143.123,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99496,ACK,server,192.168.1.208,39927,77219,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99497,OFFER,server,192.168.1.126,90133,47515,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99498,OFFER,server,192.168.1.231,63263,25163,10.0.198.181,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99499,OFFER,server,192.168.1.235,81548,84042,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99500,DISCOVER,45:d8:ba:f5:19:5d,0.0.0.0,14469,6572,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99501,OFFER,rogue_server,10.0.0.5,28963,13302,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99502,DISCOVER,bf:05:35:e5:7c:14,0.0.0.0,79721,10557,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99503,ACK,server,192.168.1.236,77793,22165,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99504,DISCOVER,3e:91:f1:e9:32:9b,0.0.0.0,11386,17263,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99505,DISCOVER,f3:9e:3a:bd:0a:e2,0.0.0.0,27722,78366,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99506,ACK,server,192.168.1.110,20856,32622,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99507,OFFER,server,192.168.1.8,15429,595,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99508,REQUEST,40:ce:18:ca:a0:4a,192.168.1.173,43369,5726,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99509,REQUEST,0b:c3:b7:eb:a0:7e,0.0.0.0,18247,59843,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99510,DISCOVER,3c:1f:53:77:fe:38,0.0.0.0,86537,27927,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99511,REQUEST,3e:c4:07:38:d6:14,0.0.0.0,67731,2976,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99512,DISCOVER,35:0a:c1:0a:34:69,0.0.0.0,4524,58263,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99513,ACK,server,192.168.1.28,39126,80808,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99514,REQUEST,26:20:1e:96:7f:4c,192.168.1.196,40506,5059,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99515,ACK,server,192.168.1.103,78041,14028,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99516,REQUEST,4c:4b:95:bb:1d:1c,192.168.1.197,97853,54592,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99517,DISCOVER,06:e3:b2:c6:84:bc,0.0.0.0,24068,60926,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99518,ACK,server,192.168.1.3,11880,77757,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99519,REQUEST,8d:1c:c2:c5:10:8c,0.0.0.0,83793,53872,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99520,OFFER,server,192.168.1.238,6148,86151,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99521,REQUEST,cb:58:c3:99:47:fc,192.168.1.164,19937,50408,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99522,ACK,server,192.168.1.252,71554,2449,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99523,REQUEST,8e:ad:c8:27:c7:c9,0.0.0.0,67973,49014,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99524,OFFER,server,192.168.1.63,46602,33790,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99525,DISCOVER,85:27:71:5d:db:47,0.0.0.0,97335,44356,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99526,OFFER,server,192.168.1.221,81458,58793,10.0.0.128,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99527,REQUEST,71:78:62:78:33:8f,0.0.0.0,24198,77559,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99528,ACK,server,192.168.1.6,1171,68449,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99529,DISCOVER,f3:d3:16:63:52:91,0.0.0.0,98894,76313,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99530,DISCOVER,08:7d:74:5d:44:41,0.0.0.0,69670,35603,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99531,DISCOVER,ff:02:d5:23:38:ab,0.0.0.0,35689,32511,10.0.215.232,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99532,OFFER,server,192.168.1.41,57937,11918,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99533,REQUEST,1c:e0:3a:40:9f:1c,0.0.0.0,28191,10108,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99534,ACK,server,192.168.1.181,85989,27481,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99535,OFFER,server,192.168.1.96,76302,37645,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99536,DISCOVER,d7:72:09:a0:4f:8a,0.0.0.0,52862,39436,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99537,REQUEST,82:b1:2b:24:66:5b,0.0.0.0,46159,8669,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99538,OFFER,server,192.168.1.107,38898,63722,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99539,OFFER,server,192.168.1.83,49660,7295,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99540,ACK,server,192.168.1.79,50396,34023,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99541,REQUEST,1f:44:8f:f9:b4:a7,0.0.0.0,23348,55983,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99542,ACK,93:4e:a7:ab:b3:44,192.168.1.164,51425,34596,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99543,ACK,server,192.168.1.102,13019,26557,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99544,DISCOVER,c2:ca:03:34:5c:7c,0.0.0.0,96498,31571,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99545,DISCOVER,22:e2:df:a2:fc:e0,0.0.0.0,94779,46082,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99546,DISCOVER,bc:c4:53:cc:95:22,0.0.0.0,78161,14865,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99547,OFFER,server,192.168.1.32,87553,26993,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99548,REQUEST,0e:81:ef:57:65:18,192.168.1.210,68951,33602,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99549,DISCOVER,de:ab:a1:bb:b8:b6,0.0.0.0,46,68203,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99550,ACK,server,192.168.1.111,88202,26835,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99551,DISCOVER,5f:ff:45:17:e6:50,0.0.0.0,45246,24475,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99552,DISCOVER,92:3b:36:c4:e4:10,0.0.0.0,48830,69512,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99553,ACK,server,192.168.1.62,38900,13969,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99554,REQUEST,46:3a:27:fd:89:69,0.0.0.0,47377,49098,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99555,OFFER,server,192.168.1.242,22493,2753,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99556,REQUEST,47:e6:4d:41:e8:c3,192.168.1.47,78395,60266,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99557,REQUEST,09:ec:83:e8:06:2e,0.0.0.0,40587,34017,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99558,ACK,server,192.168.1.28,36325,48437,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99559,DISCOVER,e4:9b:fd:d6:4c:4a,0.0.0.0,2596,40338,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99560,OFFER,server,192.168.1.99,80533,48535,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99561,OFFER,server,192.168.1.121,60402,1688,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99562,ACK,server,192.168.1.207,65801,44411,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99563,OFFER,server,192.168.1.124,81721,83476,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99564,REQUEST,84:ea:66:55:91:f4,192.168.1.230,73935,45159,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99565,REQUEST,19:87:f1:07:af:08,192.168.1.18,57408,17178,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99566,ACK,server,192.168.1.24,78888,56813,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99567,DISCOVER,66:65:86:d7:43:21,0.0.0.0,15343,33138,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99568,DISCOVER,1e:b5:89:27:39:36,0.0.0.0,41788,43016,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99569,DISCOVER,72:8d:83:07:14:46,0.0.0.0,97306,52521,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99570,OFFER,server,192.168.1.83,81678,51022,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99571,DISCOVER,53:45:0b:a0:0d:d7,0.0.0.0,7945,1931,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99572,OFFER,server,192.168.1.105,74984,66656,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99573,REQUEST,b4:a7:33:70:77:7b,0.0.0.0,5986,78678,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99574,DISCOVER,3c:93:c7:72:0c:0c,0.0.0.0,51588,14691,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99575,OFFER,server,192.168.1.199,41845,33553,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99576,REQUEST,65:64:16:1b:ec:59,0.0.0.0,62391,63343,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99577,OFFER,rogue_server,10.0.0.5,74915,59829,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99578,REQUEST,14:34:d0:00:29:5f,192.168.1.163,24835,84194,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99579,REQUEST,52:6e:c5:d0:e1:7c,0.0.0.0,62088,71753,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99580,OFFER,server,192.168.1.241,44334,32300,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99581,OFFER,server,192.168.1.86,85338,55886,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99582,DISCOVER,d5:36:75:af:55:67,0.0.0.0,73542,60290,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99583,OFFER,server,192.168.1.25,45130,54738,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99584,REQUEST,8c:f1:9d:eb:83:0c,0.0.0.0,67660,55672,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99585,DISCOVER,b2:54:42:b0:2d:db,0.0.0.0,2750,47926,10.0.71.194,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
99586,OFFER,server,192.168.1.228,11367,25976,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99587,REQUEST,e8:61:cf:63:29:c4,0.0.0.0,29323,78867,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99588,ACK,server,192.168.1.46,51688,2452,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99589,DISCOVER,9f:e5:3f:e9:7b:a7,0.0.0.0,64123,24322,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99590,ACK,server,192.168.1.182,28374,73446,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99591,OFFER,server,192.168.1.58,4476,58966,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99592,ACK,server,192.168.1.127,97058,83070,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99593,ACK,server,192.168.1.182,34680,71938,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99594,REQUEST,b6:b3:58:89:62:80,192.168.1.163,61114,74101,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99595,ACK,server,192.168.1.53,14319,66658,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99596,OFFER,server,192.168.1.186,96432,42842,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99597,DISCOVER,55:c3:87:ef:1f:cd,0.0.0.0,4340,31476,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99598,OFFER,server,192.168.1.61,25720,303,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99599,REQUEST,04:d2:05:28:77:b9,0.0.0.0,22242,42318,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99600,OFFER,server,192.168.1.142,41015,15645,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99601,REQUEST,c1:b4:9b:1a:c4:90,0.0.0.0,56360,45809,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99602,REQUEST,76:d4:f6:8e:04:df,0.0.0.0,17386,14965,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99603,OFFER,server,192.168.1.252,28998,32228,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99604,ACK,server,192.168.1.180,55862,50583,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99605,DISCOVER,34:2c:61:37:60:c5,0.0.0.0,26701,38090,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99606,OFFER,server,192.168.1.108,81092,35033,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99607,DISCOVER,bb:7b:61:6c:ed:0d,0.0.0.0,86770,72228,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99608,REQUEST,22:bb:f5:1e:11:b5,0.0.0.0,53363,53056,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99609,DISCOVER,65:f4:c1:b9:86:03,0.0.0.0,33305,80683,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99610,ACK,server,192.168.1.219,75086,5754,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99611,DISCOVER,ca:6f:e0:e9:75:7d,0.0.0.0,55685,55255,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99612,OFFER,server,192.168.1.195,40700,70905,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99613,OFFER,attacker,111.111.111.1,73348,43554,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
99614,DISCOVER,33:95:02:29:3f:87,0.0.0.0,68587,63482,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99615,OFFER,rogue_server,10.0.0.5,55803,68516,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99616,OFFER,server,192.168.1.115,62790,60556,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99617,DISCOVER,a3:3c:43:b1:fb:51,0.0.0.0,75940,8990,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99618,ACK,server,192.168.1.64,3340,41728,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99619,REQUEST,a0:f2:06:48:2e:3c,0.0.0.0,69340,26424,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99620,REQUEST,c8:6b:c3:44:10:b1,0.0.0.0,82858,82098,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99621,ACK,server,192.168.1.20,47957,71911,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99622,ACK,server,192.168.1.240,83743,47412,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99623,ACK,server,192.168.1.235,39396,5484,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99624,OFFER,server,192.168.1.89,78361,7614,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99625,REQUEST,61:7a:db:d0:e2:fe,192.168.1.184,12988,22278,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
99626,ACK,server,192.168.1.5,37364,6145,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99627,ACK,server,192.168.1.231,1327,79926,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99628,OFFER,server,192.168.1.110,16512,14866,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99629,ACK,server,192.168.1.21,69728,56426,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99630,OFFER,rogue_server,10.0.0.5,86816,28742,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
99631,ACK,server,192.168.1.132,40709,75242,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99632,REQUEST,01:11:e3:9d:59:df,0.0.0.0,32647,71155,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99633,ACK,server,192.168.1.240,30237,46936,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99634,DISCOVER,f4:44:38:5b:24:96,0.0.0.0,82383,56147,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99635,DISCOVER,bc:16:41:c6:9e:a6,0.0.0.0,31197,33932,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99636,OFFER,server,192.168.1.178,13212,8851,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99637,DISCOVER,12:8d:19:88:91:f7,0.0.0.0,72513,75548,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99638,DISCOVER,4e:81:cf:8f:5c:1f,0.0.0.0,94098,67405,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99639,DISCOVER,3c:e1:db:5b:49:7c,0.0.0.0,12905,69155,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99640,ACK,server,192.168.1.131,4941,17971,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99641,REQUEST,4d:6c:52:72:4a:77,0.0.0.0,60314,52641,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99642,ACK,server,192.168.1.166,66126,63738,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99643,ACK,98:c7:a8:60:53:4a,192.168.1.192,58709,13537,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
99644,DISCOVER,89:68:3e:17:ac:54,0.0.0.0,402,57191,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
99645,ACK,server,192.168.1.117,46850,21799,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
99646,REQUEST,1e:a0:f6:7e:3a:a3,0.0.0.0,56598,52456,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
